Ort;Zusatz;Plz;Vorwahl;Bundesland
Stuttgart;;70378;711;Baden-Württemberg
Stuttgart;;70435;711;Baden-Württemberg
Stuttgart;;70437;711;Baden-Württemberg
Stuttgart;;70439;711;Baden-Württemberg
Stuttgart;;70469;711;Baden-Württemberg
Stuttgart;;70499;711;Baden-Württemberg
Stuttgart;;70563;711;Baden-Württemberg
Stuttgart;;70565;711;Baden-Württemberg
Stuttgart;;70567;711;Baden-Württemberg
Stuttgart;;70569;711;Baden-Württemberg
Stuttgart;;70597;711;Baden-Württemberg
Stuttgart;;70599;711;Baden-Württemberg
Stuttgart;;70619;711;Baden-Württemberg
Stuttgart;;70629;711;Baden-Württemberg
Stützengrün;;8328;37462;Sachsen
Stutzenklinge;;73565;7176;Baden-Württemberg
Stützerbach;;98714;36784;Thüringen
Stuvenborn;;24641;4194;Schlewig-Holstein
Sückau;;19273;38841;Niedersachsen
Suckow;b Parchim;19376;38729;Mecklenburg-Vorpommern
Suckwitz Abbau;;19399;;Mecklenburg-Vorpommern
Südbrookmerland;;26624;4942;Niedersachsen
Suddendorf;;48465;5923;Niedersachsen
Sudenhof;;19230;3883;Mecklenburg-Vorpommern
Süderau;;25361;4824;Schlewig-Holstein
Süderbrarup;;24392;4641;Schlewig-Holstein
Suderburg;;29556;5826;Niedersachsen
Süderdeich;, Dithm;25764;4833;Schlewig-Holstein
Süderdorf;;25782;4838;Schlewig-Holstein
Süderende;auf Föhr;25938;4683;Schlewig-Holstein
Süderfahrenstedt;;24890;4623;Schlewig-Holstein
Südergellersen;;21394;4135;Niedersachsen
Süderhackstedt;;24852;4607;Schlewig-Holstein
Süderhackstedtfeld;b Jörl;24992;;Schlewig-Holstein
Süderhastedt;, Holst;25727;4830;Schlewig-Holstein
Süderheistedt;;25779;4836;Schlewig-Holstein
Süderhöft;;25876;4884;Schlewig-Holstein
Süderholz;, Vorpommern;18516;38331;Mecklenburg-Vorpommern
Süderlügum;;25923;4663;Schlewig-Holstein
Südermarsch;b Husum, Nordsee;25813;4881;Schlewig-Holstein
Süderoog;;25849;4844;Schlewig-Holstein
Süderstapel;;25879;4883;Schlewig-Holstein
Südfall;;25845;;Schlewig-Holstein
Südlohn;;46354;2862;Nordrhein-Westfalen
Südschacht;;38350;5355;Niedersachsen
Sudwalde;;27257;4247;Niedersachsen
Sugenheim;;91484;9165;Bayern
Suhhaus;;73453;7975;Baden-Württemberg
Suhl;;98527;3681;Thüringen
Suhl;;98528;3681;Thüringen
Suhl;;98529;3681;Thüringen
Suhlendorf;;29562;5820;Niedersachsen
Suhlequelle;;99102;;Thüringen
Suhlequelle;;99102;;Thüringen
Suhrbrook;, Gem Hütten;24367;;Schlewig-Holstein
Sukow;;19079;39977;Mecklenburg-Vorpommern
Sükow;;19348;3876;Brandenburg
Sukow-Marienhof;;17168;39977;Mecklenburg-Vorpommern
Sülfeld;, Holst;23867;4537;Schlewig-Holstein
Sulingen;;27232;4271;Niedersachsen
Sülldorf;, Börde;39171;39205;Sachsen-Anhalt
Sülm;;54636;6562;Rheinland-Pfalz
Sülsdorf;;23923;38823;Mecklenburg-Vorpommern
Sülstorf;;19077;385;Mecklenburg-Vorpommern
Sülten;b Sternberg;19412;38483;Mecklenburg-Vorpommern
Sulz;am Neckar;72172;7454;Baden-Württemberg
Sulza;;7751;3641;Thüringen
Sulzbach;b Idar-Oberstein;55758;6544;Rheinland-Pfalz
Sulzbach;, Rhein-Lahn-Kr;56379;2604;Rheinland-Pfalz
Sulzbach;a. Main;63834;6028;Bayern
Sulzbach;(Taunus);65843;6196;Hessen
Sulzbach;, Saar;66280;6897;Saarland
Sulzbach;an der Murr;71560;7193;Baden-Württemberg
Sulzbacherhof;;66885;6381;Rheinland-Pfalz
Sulzbach-Laufen;;74429;7976;Baden-Württemberg
Sulzbach-Rosenberg;;92237;9661;Bayern
Sulzbachtal;;67734;6308;Rheinland-Pfalz
Sulzberg;, Allgäu;87477;8376;Bayern
Sulzburg;, Baden;79295;7634;Baden-Württemberg
Sulzdorf;a d Lederhecke;97528;9763;Bayern
Sulzemoos;;85254;8135;Bayern
Sulzfeld;, Baden;75056;7269;Baden-Württemberg
Sulzfeld;a. Main;97320;9321;Bayern
Sulzfeld;, Grabfeld;97633;9761;Bayern
Sülzfeld;b Meiningen;98617;36945;Thüringen
Sülzhayn;;99755;36332;Thüringen
Sulzheim;, Rheinhess;55286;6732;Rheinland-Pfalz
Sulzheim;, Unterfr;97529;9382;Bayern
Sulzhof;b Rockenhausen;67808;6361;Rheinland-Pfalz
Sulzthal;;97717;9704;Bayern
Sumte;;19273;38841;Niedersachsen
Sünching;;93104;9480;Bayern
Sundern;(Sauerland);59846;2933;Nordrhein-Westfalen
Sundhausen;b Nordhausen;99735;3631;Thüringen
Sundhausen;b Bad Langensalza;99947;36043;Thüringen
Sundremda;;7407;36744;Thüringen
Sünna;;36404;36962;Thüringen
Süplingen;;39343;39053;Sachsen-Anhalt
Süpplingen;, Kr Helmstedt;38373;5355;Niedersachsen
Süpplingenburg;;38376;5355;Niedersachsen
Süptitz;;4860;3421;Sachsen
Surau;;83552;8074;Bayern
Surberg;;83362;8666;Bayern
Surbergbichl;;83364;8666;Bayern
Surwold;;26903;4965;Niedersachsen
Sürzerhof;;56299;2625;Rheinland-Pfalz
Suschow;;3226;35433;Brandenburg
Süsel;;23701;4529;Schlewig-Holstein
Süßen;;73079;7162;Baden-Württemberg
Süßenborn;;99441;3643;Thüringen
Süßenborn;;99441;3643;Thüringen
Süßenhof;;67317;;Rheinland-Pfalz
Süstedt;;27305;4240;Niedersachsen
Sustrum;;49762;5939;Niedersachsen
Suthfeld;;31555;5723;Niedersachsen
Swisttal;;53913;2226;Nordrhein-Westfalen
Sydower Fließ;;16230;3337;Brandenburg
Syke;;28857;4242;Niedersachsen
Sylda;;6333;34742;Sachsen-Anhalt
Sylt-Ost;;25980;4651;Schlewig-Holstein
Syrau;;8548;37431;Sachsen
Syrgenstein;, Schwab;89428;9077;Bayern
Taarstedt;;24893;4622;Schlewig-Holstein
Tabarz;, Thüringer W;99891;36259;Thüringen
Taben-Rodt;;54441;6582;Rheinland-Pfalz
Tacherting;;83342;8621;Bayern
Taching;a. See;83373;8687;Bayern
Tacken;;19348;38789;Brandenburg
Tackesdorf;;25585;4872;Schlewig-Holstein
Tackesdorf-Nord;;24797;4332;Schlewig-Holstein
Tackmannshof;;17268;39820;Mecklenburg-Vorpommern
Täferrot;;73527;7175;Baden-Württemberg
Tagewerben;;6667;3443;Sachsen-Anhalt
Tagmersheim;;86704;9094;Bayern
Talheim;, Neckar;74388;7133;Baden-Württemberg
Talheim;, Kr Tuttlingen;78607;7464;Baden-Württemberg
Talheimer Hof;;74223;7131;Baden-Württemberg
Talkau;;21493;4156;Schlewig-Holstein
Talling;;54426;6504;Rheinland-Pfalz
Talmühle;, Westerw;57647;;Rheinland-Pfalz
Tambach-Dietharz;, Thüringer W;99897;36252;Thüringen
Tamm;;71732;7150;Baden-Württemberg
Tangeln;;38489;39007;Sachsen-Anhalt
Tangendorf;b Perleberg;19348;38789;Brandenburg
Tangerhütte;;39517;3935;Sachsen-Anhalt
Tangermünde;;39590;39322;Sachsen-Anhalt
Tangstedt;, Kr Stormarn;22889;4109;Schlewig-Holstein
Tangstedt;, Kr Pinneberg;25499;4101;Schlewig-Holstein
Tann;(Rhön);36142;6682;Hessen
Tann;, Niederbay;84367;8572;Bayern
Tanna;b Schleiz;7922;36646;Thüringen
Tanndorf;;4680;34381;Sachsen
Tanne;, Harz;38875;39457;Sachsen-Anhalt
Tanneberg;b Meißen, Sachs;1683;35245;Sachsen
Tannenberg;, Erzgeb;9468;37346;Sachsen
Tannenbergsthal;;8262;37465;Sachsen
Tannengrundhof;;63589;;Hessen
Tännesberg;;92723;9655;Bayern
Tannhausen;b Ellwangen, Jagst;73497;7964;Baden-Württemberg
Tannheim;, Württ;88459;8395;Baden-Württemberg
Tännich;;7407;36744;Thüringen
Tantow;;16307;33333;Brandenburg
Tanzenhaid;;91489;9104;Bayern
Tapfheim;;86660;9004;Bayern
Tappenbeck;;38479;5366;Niedersachsen
Tappendorf;;24594;4871;Schlewig-Holstein
Tarbek;;24619;4323;Schlewig-Holstein
Tarmow;;16833;33932;Brandenburg
Tarmstedt;;27412;4283;Niedersachsen
Tarnewitz;;23946;38825;Mecklenburg-Vorpommern
Tarnewitzerhagen;;23946;38825;Mecklenburg-Vorpommern
Tarnow;b Bützow;18249;38450;Mecklenburg-Vorpommern
Tarp;;24963;4638;Schlewig-Holstein
Tarthun;;39435;39268;Sachsen-Anhalt
Tarzow;;23972;3841;Mecklenburg-Vorpommern
Tasdorf;;24536;4394;Schlewig-Holstein
Tastrup;b Flensburg;24943;461;Schlewig-Holstein
Tastungen;;37339;36071;Thüringen
Taterberg;;39646;39006;Sachsen-Anhalt
Tating;, Eiderstedt;25881;4862;Schlewig-Holstein
Taubenheim;b Meißen, Sachs;1665;35245;Sachsen
Taubensuhl;, Forsthaus;76857;;Rheinland-Pfalz
Tauberbischofsheim;;97941;9341;Baden-Württemberg
Tauberrettersheim;;97285;9338;Bayern
Taucha;b Leipzig;4425;34298;Sachsen
Taucha;b Weißenfels;6679;34441;Sachsen-Anhalt
Tauche;;15848;33675;Brandenburg
Tauer;;3185;35601;Brandenburg
Taufkirchen;, Kr München;82024;89;Bayern
Taufkirchen;(Vils);84416;8084;Bayern
Taufkirchen;, Kr Mühldorf a Inn;84574;8084;Bayern
Taugwitz;;6628;34463;Sachsen-Anhalt
Taunusstein;;65232;6128;Hessen
Taupadel;b Eisenberg, Thür;7616;36692;Thüringen
Taura;b. Burgstädt;9249;371;Sachsen
Tauscha;b Großenhain, Sachs;1561;35240;Sachsen
Tauscha;b Rochlitz;9322;37381;Sachsen
Tautenburg;;7778;36427;Thüringen
Tautendorf;b Stadtroda;7646;36426;Thüringen
Tautenhain;b Geithain;4643;34494;Sachsen
Tautenhain;b Hermsdorf, Thür;7639;36601;Thüringen
Tawern;;54456;6501;Rheinland-Pfalz
Techau;;23689;4504;Schlewig-Holstein
Techelsdorf;;24220;4347;Schlewig-Holstein
Techentin;b Lübz;19399;38736;Mecklenburg-Vorpommern
Techin;;19246;38858;Mecklenburg-Vorpommern
Tecklenburg;;49545;5482;Nordrhein-Westfalen
Teerofen;b Eberswalde;16230;;Brandenburg
Teetz;;16866;33976;Brandenburg
Tegau;;7907;36648;Thüringen
Tegernau;, Baden;79692;7629;Baden-Württemberg
Tegernau;b Wasserburg a Inn;83565;8092;Bayern
Tegernheim;;93105;9403;Bayern
Tegernsee;;83684;8022;Bayern
Tegkwitz;;4617;3447;Thüringen
Teicha;b Halle, Saale;6193;34606;Sachsen-Anhalt
Teichel;;7407;36743;Thüringen
Teichland;;3185;35601;Brandenburg
Teichröda;;7407;36743;Thüringen
Teichweiden;;7407;3672;Thüringen
Teichwitz;;7570;36603;Thüringen
Teichwolframsdorf;;7989;36624;Thüringen
Teisendorf;;83317;8666;Bayern
Teising;, Oberbay;84576;8633;Bayern
Teisnach;;94244;9923;Bayern
Teistungen;;37339;36071;Thüringen
Teldau;;19273;38844;Mecklenburg-Vorpommern
Telgte;;48291;2504;Nordrhein-Westfalen
Tellig;;56858;6545;Rheinland-Pfalz
Tellingstedt;;25782;4838;Schlewig-Holstein
Teltow;;14513;3328;Brandenburg
Telz;;15806;33764;Brandenburg
Temmels;;54441;6584;Rheinland-Pfalz
Temmen;;17268;39881;Brandenburg
Tempelberg;b Fürstenwalde, Spree;15518;33432;Brandenburg
Templin;;17268;3987;Brandenburg
Tempzin;;19412;38483;Mecklenburg-Vorpommern
Tengen;;78250;7736;Baden-Württemberg
Teningen;;79331;7641;Baden-Württemberg
Tennenbronn;;78144;7729;Baden-Württemberg
Tensbüttel-Röst;;25767;4835;Schlewig-Holstein
Tensfeld;;23824;4557;Schlewig-Holstein
Teplitz;;23992;38429;Mecklenburg-Vorpommern
Terpe;;3139;3564;Brandenburg
Terpitzsch;;9306;34381;Sachsen
Terpt;;15926;35456;Brandenburg
Teschendorf;b Oranienburg;16515;33094;Brandenburg
Teschendorf;b Neubrandenburg;17094;39603;Mecklenburg-Vorpommern
Teschenmoschel;;67806;6364;Rheinland-Pfalz
Teschow;b Schönberg, Meckl;23923;38823;Mecklenburg-Vorpommern
Teschow;b Grevesmühlen;23936;3881;Mecklenburg-Vorpommern
Tespe;;21395;4176;Niedersachsen
Tessenow;;19376;38729;Mecklenburg-Vorpommern
Tessin;b Rostock;18195;38205;Mecklenburg-Vorpommern
Tessin;b Hagenow;19243;38853;Mecklenburg-Vorpommern
Tessin;b. Boizenburg;19258;38844;Mecklenburg-Vorpommern
Tessin;b Sternberg;19412;38486;Mecklenburg-Vorpommern
Teßmannsdorf;;18233;38294;Mecklenburg-Vorpommern
Testorf;b Hagenow;19246;38851;Mecklenburg-Vorpommern
Testorf;b Grevesmühlen;23936;38822;Mecklenburg-Vorpommern
Testorf-Steinfort;;23936;38871;Mecklenburg-Vorpommern
Tetenbüll;;25882;4862;Schlewig-Holstein
Tetenhusen;;24817;4624;Schlewig-Holstein
Teterow;;17166;3996;Mecklenburg-Vorpommern
Tettau;b Ruhland;1945;3574;Brandenburg
Tettau;, Oberfr;96355;9269;Bayern
Tettenweis;;94167;8534;Bayern
Tettnang;;88069;7542;Baden-Württemberg
Tetzelstein;;38154;;Niedersachsen
Teublitz;;93158;9471;Bayern
Teuchern;;6682;34443;Sachsen-Anhalt
Teufelshof;;14641;33230;Brandenburg
Teugn;;93356;9405;Bayern
Teunz;;92552;9671;Bayern
Teupitz;;15755;33766;Brandenburg
Teuschnitz;;96358;9268;Bayern
Teusin;;17111;39993;Mecklenburg-Vorpommern
Teutleben;b Sömmerda;99628;36373;Thüringen
Teutleben;b Gotha, Thür;99880;3622;Thüringen
Teutschenthal;;6179;34601;Sachsen-Anhalt
Tewswoos;;19303;38759;Mecklenburg-Vorpommern
Thaden;;25557;4872;Schlewig-Holstein
Thaining;;86943;8194;Bayern
Thal;b Wissen, Sieg;57537;2742;Rheinland-Pfalz
Thal;, Gem Gars a Inn;83555;8073;Bayern
Thal;b Eisenach, Thür;99843;36929;Thüringen
Thalberg;b Bad Liebenwerda;4924;35341;Brandenburg
Thalbürgel;;7616;36692;Thüringen
Thale;;6502;3947;Sachsen-Anhalt
Thalebra;;99713;36020;Thüringen
Thaleischweiler-Fröschen;;66987;6334;Rheinland-Pfalz
Thälendorf;;7422;36739;Thüringen
Thalfang;;54424;6504;Rheinland-Pfalz
Thalhausen;, Kr Neuwied;56584;2639;Rheinland-Pfalz
Thalhausen;b Hamm, Sieg;57577;2682;Rheinland-Pfalz
Thalhausermühle;;57577;;Rheinland-Pfalz
Thalheim;b Wolfen;6766;3494;Sachsen-Anhalt
Thalheim;, Erzgeb;9380;3721;Sachsen
Thalhofen;b Landsberg a Lech;86932;8196;Bayern
Thallichtenberg;;66871;6381;Rheinland-Pfalz
Thallwitz;;4808;3425;Sachsen
Thalmassing;, Oberpf;93107;9453;Bayern
Thalmässing;, Mittelfr;91177;9173;Bayern
Thalwenden;;37318;36083;Thüringen
Thalwinkel;;6647;34465;Sachsen-Anhalt
Thammenhain;;4808;34262;Sachsen
Thamsbrück;;99947;3603;Thüringen
Thandorf;;19217;38875;Mecklenburg-Vorpommern
Thannhausen;, Schwab;86470;8281;Bayern
Thanstein;;92554;9676;Bayern
Tharandt;;1737;35203;Sachsen
Thedinghausen;;27321;4204;Niedersachsen
Theeschütz;;4720;34325;Sachsen
Theeßen;;39291;39223;Sachsen-Anhalt
Theilenhofen;;91741;9834;Bayern
Theilheim;, Kr Würzburg;97288;9303;Bayern
Theisa;;4924;35341;Brandenburg
Theisbergstegen;;66871;6381;Rheinland-Pfalz
Theismühlen;;56346;;Rheinland-Pfalz
Theisseil;;92637;961;Bayern
Theißen;;6727;3441;Sachsen-Anhalt
Thelkow;;18195;38205;Mecklenburg-Vorpommern
Themar;;98660;36873;Thüringen
Theres;;97531;9521;Bayern
Theresenhof;b Rangsdorf;15834;33708;Brandenburg
Thermalbad Wiesenbad;;9488;37369;Sachsen
Thesenvitz;;18528;3838;Mecklenburg-Vorpommern
Theuma;;8541;3741;Sachsen
Thielbeer;;39619;39384;Sachsen-Anhalt
Thiendorf;;1561;35248;Sachsen
Thierbach;b Lobenstein;7356;36652;Thüringen
Thierbach;b Rochlitz;9322;37381;Sachsen
Thierhaupten;;86672;8276;Bayern
Thierschneck;;7774;36421;Thüringen
Thiersheim;;95707;9233;Bayern
Thierstein;;95199;9235;Bayern
Thiesholz;;24405;4646;Schlewig-Holstein
Thießen;b Dessau, Anh;6862;34907;Sachsen-Anhalt
Thiessow;;18586;38308;Mecklenburg-Vorpommern
Thimmendorf;;7356;36643;Thüringen
Tholey;;66636;6853;Saarland
Thomasburg;, Kr Lüneburg;21401;5859;Niedersachsen
Thomm;;54317;6500;Rheinland-Pfalz
Thonhausen;b Schmölln, Thür;4626;34496;Thüringen
Thöringswerder;;16269;33456;Brandenburg
Thörlingen;;56291;6746;Rheinland-Pfalz
Thörnich;;54340;6507;Rheinland-Pfalz
Thorstorf;;23936;3881;Mecklenburg-Vorpommern
Thoßfell;;8541;3741;Sachsen
Thuine;, Emsl;49832;5902;Niedersachsen
Thulendorf;;18184;38209;Mecklenburg-Vorpommern
Thum;, Erzgeb;9419;37297;Sachsen
Thumby;, Schwansen;24351;4355;Schlewig-Holstein
Thum-Herold;;9419;37297;Sachsen
Thum-Jahnsbach;;9419;37297;Sachsen
Thundorf;, Unterfr;97711;9724;Bayern
Thüngen;;97289;9360;Bayern
Thüngersheim;;97291;9364;Bayern
Thür;;56743;2652;Rheinland-Pfalz
Thüringenhausen;;99713;36370;Thüringen
Thüringer Hütte;, Berggasthof;97647;;Bayern
Thürkow;;17168;39975;Mecklenburg-Vorpommern
Thurland;;6779;34906;Sachsen-Anhalt
Thurmansbang;;94169;8504;Bayern
Thurnau;;95349;9228;Bayern
Thurow;b Sternberg;19412;38483;Mecklenburg-Vorpommern
Thyrnau;;94136;8501;Bayern
Thyrow;;14974;33731;Brandenburg
Tiddische;;38473;5366;Niedersachsen
Tieckow;;14798;33834;Brandenburg
Tiefenau;b Riesa;1609;35263;Sachsen
Tiefenbach;, Sachs;9661;34322;Sachsen
Tiefenbach;, Hunsrück;55471;6761;Rheinland-Pfalz
Tiefenbach;, Kr Landshut;84184;8709;Bayern
Tiefenbach;, Federsee;88422;7582;Baden-Württemberg
Tiefenbach;, Oberpf;93464;9673;Bayern
Tiefenbach;, Kr Passau;94113;8509;Bayern
Tiefenbronn;;75233;7234;Baden-Württemberg
Tiefenbrunnen;;14929;33748;Brandenburg
Tiefengruft;, Gem Quern;24989;;Schlewig-Holstein
Tiefenort;;36469;3695;Thüringen
Tiefensee;b Eilenburg;4849;34243;Sachsen
Tiefensee;b Bad Freienwalde;16259;33398;Brandenburg
Tiefenthal;b Perleberg;19348;;Brandenburg
Tiefenthal;, Rheinhess;55546;6709;Rheinland-Pfalz
Tiefenthal;, Pfalz;67311;6351;Rheinland-Pfalz
Tiefenweg;;83546;8073;Bayern
Tiefthal;;99189;361;Thüringen
Tiefthal;;99189;361;Thüringen
Tielen;b Erfde;24803;4333;Schlewig-Holstein
Tielenhemme;;25794;4803;Schlewig-Holstein
Tietzow;;14641;33230;Brandenburg
Tilleda;(Kyffhäuser);6537;34651;Sachsen-Anhalt
Timmaspe;;24644;4392;Schlewig-Holstein
Timmendorfer Strand;;23669;4503;Schlewig-Holstein
Timmenrode;;6502;391;Sachsen-Anhalt
Tinningstedt;;25917;4662;Schlewig-Holstein
Tirpersdorf;;8606;37463;Sachsen
Tirschendorf;;8606;37421;Sachsen
Tirschenreuth;;95643;9631;Bayern
Tissa;;7646;36428;Thüringen
Tiste;;27419;4282;Niedersachsen
Titisee-Neustadt;;79822;7651;Baden-Württemberg
Titting;, Oberbay;85135;8423;Bayern
Tittling;;94104;8504;Bayern
Tittmoning;;84529;8683;Bayern
Titz;;52445;2463;Nordrhein-Westfalen
Tivoli;, Holst;24321;4281;Schlewig-Holstein
Toba;;99713;36330;Thüringen
Toddin;;19230;3883;Mecklenburg-Vorpommern
Todenbüttel;;24819;4874;Schlewig-Holstein
Todendorf;, Kr Stormarn;22965;4534;Schlewig-Holstein
Todenhagen;;18320;;Mecklenburg-Vorpommern
Todenroth;;55481;6763;Rheinland-Pfalz
Todesfelde;;23826;4558;Schlewig-Holstein
Todsburg;;73349;;Baden-Württemberg
Todtenweis;;86447;8237;Bayern
Todtmoos;;79682;7674;Baden-Württemberg
Todtnau;;79674;7671;Baden-Württemberg
Töfenreut;;83379;8681;Bayern
Töging;a. Inn;84513;8631;Bayern
Tolk;;24894;4622;Schlewig-Holstein
Tollow;;23992;38422;Mecklenburg-Vorpommern
Tollwitz;;6231;3462;Sachsen-Anhalt
Tömmelsdorf;;7819;36482;Thüringen
Tönisvorst;;47918;2151;Nordrhein-Westfalen
Tonna;;99958;36042;Thüringen
Tonndorf;b Bad Berka;99438;36450;Thüringen
Tönning;;25832;4861;Schlewig-Holstein
Töpchin;;15755;33769;Brandenburg
Töpen;;95183;9295;Bayern
Topfstedt;;99718;3636;Thüringen
Töplitz;;14476;33202;Brandenburg
Toppenstedt;;21442;4173;Niedersachsen
Törber;;19217;38872;Mecklenburg-Vorpommern
Torfbrücke;;18181;38206;Mecklenburg-Vorpommern
Torfbrücke;;18181;38206;Mecklenburg-Vorpommern
Torfgrube;;73266;7023;Baden-Württemberg
Torfhaus;, Harz;38667;5320;Niedersachsen
Torfkaten;;23883;;Schlewig-Holstein
Torfstich;;8318;;Sachsen
Torgau;;4860;3421;Sachsen
Torgelow;am See;17192;3976;Mecklenburg-Vorpommern
Torgelow;, Vorpommern;17358;3976;Mecklenburg-Vorpommern
Torgelow-Holländerei;;17358;3976;Mecklenburg-Vorpommern
Torisdorf;;23923;38828;Mecklenburg-Vorpommern
Torna;b Zeitz, Elster;6729;34424;Sachsen-Anhalt
Tornau;b Gräfenhainichen;6774;34243;Sachsen-Anhalt
Tornau v d Heide;;6779;34906;Sachsen-Anhalt
Tornesch;;25436;4122;Schlewig-Holstein
Tornitz;b Schönebeck, Elbe;39249;39291;Sachsen-Anhalt
Tornow;b Königs Wusterhausen;15755;33766;Brandenburg
Tornow;b Gransee;16775;33080;Brandenburg
Tornow;b Neuruppin;16818;33929;Brandenburg
Tornow;b Neustadt, Dosse;16866;33971;Brandenburg
Tornowhof;;17259;39831;Mecklenburg-Vorpommern
Törpt;;23923;38828;Mecklenburg-Vorpommern
Tostedt;;21255;4182;Niedersachsen
Tosterglope;;21371;5853;Niedersachsen
Töttelstädt;;99100;36208;Thüringen
Töttelstädt;;99100;36208;Thüringen
Tottleben;;99947;36043;Thüringen
Töttleben;;99198;36203;Thüringen
Töttleben;;99198;36203;Thüringen
Traben-Trarbach;;56841;6541;Rheinland-Pfalz
Trabitz;b Schönebeck, Elbe;39240;39291;Sachsen-Anhalt
Trabitz;, Oberpf;92724;9648;Bayern
Tradlenz;;82390;8847;Bayern
Train;;93358;9444;Bayern
Traisen;;55595;671;Rheinland-Pfalz
Traitsching;;93455;9974;Bayern
Tramm;b Schwerin, Meckl;19089;38722;Mecklenburg-Vorpommern
Tramm;, Kr Hzgt Lauenb;21516;4156;Schlewig-Holstein
Tramm;b Grevesmühlen;23936;38824;Mecklenburg-Vorpommern
Trams;;19417;38484;Mecklenburg-Vorpommern
Trannroda;;7381;3647;Thüringen
Trantow;;17121;39998;Mecklenburg-Vorpommern
Trappenkamp;;24610;4323;Schlewig-Holstein
Trappstadt;;97633;9765;Bayern
Traßdorf;;99326;3629;Thüringen
Trassem;;54441;6581;Rheinland-Pfalz
Trassenheide;;17449;38371;Mecklenburg-Vorpommern
Traubenmühle;;74523;7903;Baden-Württemberg
Traun;;7819;36481;Thüringen
Traunreut;;83301;8669;Bayern
Traunstein;, Oberbay;83278;861;Bayern
Traunwalchen;;83374;8669;Bayern
Traupitz;;6729;34424;Sachsen-Anhalt
Trausnitz;;92555;9655;Bayern
Trautenhof;;74249;7943;Baden-Württemberg
Trautenstein;;38899;39459;Sachsen-Anhalt
Trautshofen;;85655;8095;Bayern
Trautskirchen;;90619;9107;Bayern
Travenbrück;;23843;4537;Schlewig-Holstein
Travenhorst;;23827;4556;Schlewig-Holstein
Traventhal;;23795;4551;Schlewig-Holstein
Trebatsch;;15848;33674;Brandenburg
Trebbichau;an der Fuhne;6369;34975;Sachsen-Anhalt
Trebbin;;14959;33731;Brandenburg
Trebbus;;3253;35322;Brandenburg
Trebel;;29494;5848;Niedersachsen
Treben;b Riesa;1594;35268;Sachsen
Treben;b Altenburg, Thür;4617;34343;Thüringen
Trebendorf;b Weißwasser;2959;35773;Sachsen
Trebendorf;b Forst, Lausitz;3149;35695;Brandenburg
Trebendorf-Mühlrose;;2959;35773;Sachsen
Trebgast;;95367;9227;Bayern
Trebishain;;4651;34345;Sachsen
Trebitz;b Lutherstadt Wittenberg;6909;34927;Sachsen-Anhalt
Trebitz;b Belzig;14822;33844;Brandenburg
Trebitz;b Beeskow;15868;33671;Brandenburg
Trebnitz;b Merseburg;6217;3461;Sachsen-Anhalt
Trebnitz;b Könnern;6420;34691;Sachsen-Anhalt
Trebnitz;b Weißenfels;6682;34443;Sachsen-Anhalt
Trebnitz;b Müncheberg;15320;33477;Brandenburg
Trebra;b Sondershausen;99718;36379;Thüringen
Trebs;;19249;38855;Mecklenburg-Vorpommern
Trebsen;/Mulde;4687;34383;Sachsen
Trebur;;65468;6147;Hessen
Trebus;b Niesky;2923;35894;Sachsen
Trechtingshausen;;55413;6721;Rheinland-Pfalz
Trechwitz;;14778;3382;Brandenburg
Treffelstein;;93492;9673;Bayern
Treffurt;;99830;36923;Thüringen
Treia;b Schleswig;24896;4626;Schlewig-Holstein
Treis-Karden;;56253;2672;Rheinland-Pfalz
Tremmen;;14641;33233;Brandenburg
Tremnitz;;7985;36621;Thüringen
Tremsbüttel;;22967;4532;Schlewig-Holstein
Tremsdorf;;14552;33205;Brandenburg
Trendelburg;;34388;5675;Hessen
Trenkmoos;;83359;861;Bayern
Trennewurth;;25693;4857;Schlewig-Holstein
Trent;, Rügen;18569;38309;Mecklenburg-Vorpommern
Treplin;;15236;33602;Brandenburg
Treppeln;;15898;33656;Brandenburg
Treppendorf;b Rudolstadt;7407;36743;Thüringen
Trescherberg;;83546;8073;Bayern
Treseburg;;38889;39456;Sachsen-Anhalt
Treuchtlingen;;91757;9142;Bayern
Treuen;, Vogtl;8233;37468;Sachsen
Treuenbrietzen;;14929;33748;Brandenburg
Treugeböhla;;1561;3522;Sachsen
Triberg;im Schwarzwald;78098;7722;Baden-Württemberg
Tribohm;;18320;38225;Mecklenburg-Vorpommern
Tribsees;;18465;38320;Mecklenburg-Vorpommern
Trieb;, Vogtl;8239;37463;Sachsen
Triebel;, Vogtl;8606;37434;Sachsen
Triebes;;7950;36622;Thüringen
Triebischtal;;1665;35245;Sachsen
Triefenstein;;97855;9395;Bayern
Triepkendorf;;17259;39820;Mecklenburg-Vorpommern
Trieplatz;;16845;33974;Brandenburg
Trier;;54290;651;Rheinland-Pfalz
Trier;;54292;651;Rheinland-Pfalz
Trier;;54293;651;Rheinland-Pfalz
Trier;;54294;651;Rheinland-Pfalz
Trier;;54295;651;Rheinland-Pfalz
Trier;;54296;651;Rheinland-Pfalz
Trierscheid;;53520;2696;Rheinland-Pfalz
Trierweiler;;54311;651;Rheinland-Pfalz
Triftern;;84371;8562;Bayern
Triglitz;;16949;33981;Brandenburg
Trimbs;;56753;2654;Rheinland-Pfalz
Trimport;;54636;6562;Rheinland-Pfalz
Trinum;;6369;3496;Sachsen-Anhalt
